market_slug,market_title,category,outlet_name,citations,dead_urls,known_citation_issues,market_total_citations,market_total_dead,market_total_issues,market_dead_pct
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,The Washington Post,8,0,0,48,0,8,0.0
next-prime-minister-of-hungary,Next Prime Minister of Hungary,world,cnn.com,5,0,0,48,1,20,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,ABC7 Los Angeles,4,0,0,48,1,2,2.1
next-prime-minister-of-hungary,Next Prime Minister of Hungary,world,Istvan Kapitany,4,0,4,48,1,20,2.1
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,The Guardian,4,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,Reuters,4,0,0,48,0,8,0.0
next-prime-minister-of-hungary,Next Prime Minister of Hungary,world,en.wikipedia.org,3,0,3,48,1,20,2.1
next-prime-minister-of-hungary,Next Prime Minister of Hungary,world,polymarket.com,3,0,0,48,1,20,2.1
next-prime-minister-of-hungary,Next Prime Minister of Hungary,world,hungarianconservative.com,3,0,0,48,1,20,2.1
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,Axios,3,0,1,48,0,8,0.0
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,Los Angeles Times,2,0,1,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,ABC News,2,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,FOX 11 Los Angeles,2,1,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,RedState,2,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,The Daily Caller,2,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,New York Post,2,0,0,48,1,2,2.1
next-prime-minister-of-hungary,Next Prime Minister of Hungary,world,Péter Magyar - Wikipedia,2,0,2,48,1,20,2.1
next-prime-minister-of-hungary,Next Prime Minister of Hungary,world,mandiner.hu,2,0,0,48,1,20,2.1
next-prime-minister-of-hungary,Next Prime Minister of Hungary,world,index.hu,2,0,0,48,1,20,2.1
next-prime-minister-of-hungary,Next Prime Minister of Hungary,world,László Toroczkai - Wikipedia,2,0,2,48,1,20,2.1
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,Financial Times,2,0,2,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,Pravda Trump,2,0,2,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,Pravda USA,2,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,ABC News,2,0,2,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,Detroit News,2,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,CBS News,2,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,American Faith,2,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,Al Jazeera,2,0,0,48,0,8,0.0
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,The LA Fed,1,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,LATF USA NEWS,1,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,Santa Monica Observer,1,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,India Tribune,1,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,iNDICA NEWS,1,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,GlobeNewswire,1,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,KFI AM 640,1,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,USA Today,1,0,1,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,Daily Truth Report,1,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,KABC-AM,1,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,Herald Mail Media,1,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,Townhall,1,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,The Gateway Pundit,1,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,BBC News,1,0,0,48,1,2,2.1
los-angeles-mayoral-election-117,Los Angeles Mayoral Election,mayor,LAist,1,0,0,48,1,2,2.1
next-prime-minister-of-hungary,Next Prime Minister of Hungary,world,greatreporter.com,1,0,0,48,1,20,2.1
next-prime-minister-of-hungary,Next Prime Minister of Hungary,world,dailykos.com,1,0,0,48,1,20,2.1
next-prime-minister-of-hungary,Next Prime Minister of Hungary,world,stvincenttribune.com,1,1,0,48,1,20,2.1
next-prime-minister-of-hungary,Next Prime Minister of Hungary,world,Viktor Orbán - Wikipedia,1,0,1,48,1,20,2.1
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,The Washington Times,1,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,Daily Express US,1,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,CNBC,1,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,The Detroit News,1,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,en.wikipedia.org,1,0,1,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,CNN,1,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,The Times of Israel,1,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,The Soufan Center,1,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,POLITICO,1,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,Associated Press,1,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,The Hindu,1,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,MS NOW,1,0,0,48,0,8,0.0
us-announces-new-iran-agreementceasefire-extension-by,US announces new Iran agreement/ceasefire extension by...?,home,CNN Politics,1,0,0,48,0,8,0.0
fed-decision-in-april,Fed decision in April?,economic-policy,medium.com,10,0,0,45,0,0,0.0
fed-decision-in-april,Fed decision in April?,economic-policy,schwab.com,10,0,0,45,0,0,0.0
fed-decision-in-april,Fed decision in April?,economic-policy,finance.yahoo.com,10,0,0,45,0,0,0.0
fed-decision-in-april,Fed decision in April?,economic-policy,futurespropfirms.us,3,0,0,45,0,0,0.0
fed-decision-in-april,Fed decision in April?,economic-policy,mnimarkets.com,3,0,0,45,0,0,0.0
fed-decision-in-april,Fed decision in April?,economic-policy,allianzgi.com,3,0,0,45,0,0,0.0
fed-decision-in-april,Fed decision in April?,economic-policy,federalreserve.gov,2,0,0,45,0,0,0.0
fed-decision-in-april,Fed decision in April?,economic-policy,Inflation Nowcasting,2,0,0,45,0,0,0.0
fed-decision-in-april,Fed decision in April?,economic-policy,tradingeconomics.com,2,0,0,45,0,0,0.0
who-will-be-the-next-prime-minister-of-israel-after-the-next-election,Who will be the next Prime Minister of Israel after the next election?,politics,AP News,43,3,2,43,3,2,7.0
fed-decision-in-july-181,Fed Decision in July?,fomc,Reuters,9,1,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,CNBC,9,0,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,federalreserve.gov,2,0,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,bls.gov,2,0,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,Advisor Perspectives,1,0,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,ABC News (via Axios),1,0,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,X,1,1,1,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,CBS News,1,1,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,Coin360,1,0,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,Izvestia,1,0,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,The Motley Fool,1,0,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,Benzinga,1,0,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,Forbes,1,0,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,The Guardian,1,0,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,CNBC via PricePredictions,1,0,1,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,Fox Business,1,0,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,TD Economics,1,0,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,Floordaily.net,1,0,0,37,3,2,8.1
fed-decision-in-july-181,Fed Decision in July?,fomc,Fortune,1,0,0,37,3,2,8.1
what-iranian-demands-will-trump-agree-to-by-may-31,What Iranian demands will Trump agree to by May 31?,iran,AP News,24,2,1,34,2,2,5.9
what-iranian-demands-will-trump-agree-to-by-may-31,What Iranian demands will Trump agree to by May 31?,iran,CryptoBriefing,5,0,0,34,2,2,5.9
what-iranian-demands-will-trump-agree-to-by-may-31,What Iranian demands will Trump agree to by May 31?,iran,Wikipedia,1,0,1,34,2,2,5.9
what-iranian-demands-will-trump-agree-to-by-may-31,What Iranian demands will Trump agree to by May 31?,iran,Time,1,0,0,34,2,2,5.9
what-iranian-demands-will-trump-agree-to-by-may-31,What Iranian demands will Trump agree to by May 31?,iran,The Times of Israel,1,0,0,34,2,2,5.9
what-iranian-demands-will-trump-agree-to-by-may-31,What Iranian demands will Trump agree to by May 31?,iran,Reuters,1,0,0,34,2,2,5.9
what-iranian-demands-will-trump-agree-to-by-may-31,What Iranian demands will Trump agree to by May 31?,iran,OneWorldNews,1,0,0,34,2,2,5.9
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,NPR,10,0,0,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,CNBC,3,0,0,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,CBS News,3,0,0,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,CNN,2,0,0,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,NBC News,2,0,0,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,Reuters,2,0,0,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,AP News,2,0,0,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,The New York Times,1,0,0,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,AP,1,1,1,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,Al Jazeera,1,0,0,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,The Guardian,1,0,0,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,Hürriyet Daily News,1,0,0,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,Fox News,1,0,0,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,The Independent,1,0,0,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,Wikipedia,1,0,1,33,2,3,6.1
us-iran-final-nuclear-deal-by-20260621201254412,US-Iran Final Nuclear Deal by…?,home,ABC News,1,1,1,33,2,3,6.1
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Digital Journal,3,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Al Jazeera,3,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,AS/COA,3,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Latin American News Digest,2,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Conflingo,2,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Wikipedia,1,0,1,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Willax,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Particle News,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Pressenza,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Peruvian Sunrise,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,WLRN,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Le Monde,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,2LT News,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Peoples Dispatch,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Peru Reports,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Buenos Aires Herald,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,El Comercio,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,CuencaHighLife,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,NPR,1,0,1,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,United Press International,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Americas Quarterly,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,Reuters,1,0,0,31,0,2,0.0
peru-presidential-election-winner,Peru Presidential Election Winner,politics,The New York Times,1,0,0,31,0,2,0.0
iran-closes-its-airspace-by,Iran closes its airspace by...?,politics,ABC News,11,2,0,30,4,0,13.3
iran-closes-its-airspace-by,Iran closes its airspace by...?,politics,AP News,4,0,0,30,4,0,13.3
iran-closes-its-airspace-by,Iran closes its airspace by...?,politics,Wego Travel Blog,2,0,0,30,4,0,13.3
iran-closes-its-airspace-by,Iran closes its airspace by...?,politics,VisaHQ,2,2,0,30,4,0,13.3
iran-closes-its-airspace-by,Iran closes its airspace by...?,politics,Reuters,2,0,0,30,4,0,13.3
iran-closes-its-airspace-by,Iran closes its airspace by...?,politics,U.S. Embassy UAE,1,0,0,30,4,0,13.3
iran-closes-its-airspace-by,Iran closes its airspace by...?,politics,WAM (UAE Ministry of Defence),1,0,0,30,4,0,13.3
iran-closes-its-airspace-by,Iran closes its airspace by...?,politics,Free Press Kashmir,1,0,0,30,4,0,13.3
iran-closes-its-airspace-by,Iran closes its airspace by...?,politics,Al Jazeera,1,0,0,30,4,0,13.3
iran-closes-its-airspace-by,Iran closes its airspace by...?,politics,Tempo.co,1,0,0,30,4,0,13.3
iran-closes-its-airspace-by,Iran closes its airspace by...?,politics,Defcon Level,1,0,0,30,4,0,13.3
iran-closes-its-airspace-by,Iran closes its airspace by...?,politics,Assam Tribune,1,0,0,30,4,0,13.3
iran-closes-its-airspace-by,Iran closes its airspace by...?,politics,Onmanorama,1,0,0,30,4,0,13.3
iran-closes-its-airspace-by,Iran closes its airspace by...?,politics,Gulf News,1,0,0,30,4,0,13.3
iran-agrees-to-surrender-enriched-uranium-stockpile-by,Iran agrees to surrender enriched uranium stockpile by...?,geopolitics,CryptoBriefing,4,0,0,19,1,4,5.3
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,The Tech Outlook,3,0,0,19,0,0,0.0
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,Nat Schooler,2,0,0,19,0,0,0.0
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,AI Business Weekly,2,0,0,19,0,0,0.0
iran-agrees-to-surrender-enriched-uranium-stockpile-by,Iran agrees to surrender enriched uranium stockpile by...?,geopolitics,Cryptobriefing,2,0,0,19,1,4,5.3
iran-agrees-to-surrender-enriched-uranium-stockpile-by,Iran agrees to surrender enriched uranium stockpile by...?,geopolitics,APA News,2,0,2,19,1,4,5.3
iran-agrees-to-surrender-enriched-uranium-stockpile-by,Iran agrees to surrender enriched uranium stockpile by...?,geopolitics,The Jerusalem Post,2,0,0,19,1,4,5.3
iran-agrees-to-surrender-enriched-uranium-stockpile-by,Iran agrees to surrender enriched uranium stockpile by...?,geopolitics,UPI,2,0,0,19,1,4,5.3
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,Tony Reviews Things,1,0,0,19,0,0,0.0
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,WorthvieW,1,0,0,19,0,0,0.0
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,The Bridge Chronicle,1,0,0,19,0,0,0.0
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,TechTimes,1,0,0,19,0,0,0.0
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,Reuters,1,0,0,19,0,0,0.0
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,Forbes,1,0,0,19,0,0,0.0
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,Pasquale Pillitteri,1,0,0,19,0,0,0.0
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,byteiota,1,0,0,19,0,0,0.0
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,Newsy Today,1,0,0,19,0,0,0.0
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,TechFyle,1,0,0,19,0,0,0.0
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,Socket,1,0,0,19,0,0,0.0
claude-fable-5-restored-for-us-customers-by-20260613193753196,Claude Fable 5 restored for US customers by…?,home,Business Upturn,1,0,0,19,0,0,0.0
iran-agrees-to-surrender-enriched-uranium-stockpile-by,Iran agrees to surrender enriched uranium stockpile by...?,geopolitics,Le Monde,1,0,0,19,1,4,5.3
iran-agrees-to-surrender-enriched-uranium-stockpile-by,Iran agrees to surrender enriched uranium stockpile by...?,geopolitics,Iran International,1,0,0,19,1,4,5.3
iran-agrees-to-surrender-enriched-uranium-stockpile-by,Iran agrees to surrender enriched uranium stockpile by...?,geopolitics,Newscord,1,1,0,19,1,4,5.3
iran-agrees-to-surrender-enriched-uranium-stockpile-by,Iran agrees to surrender enriched uranium stockpile by...?,geopolitics,WhiteHouse.news,1,0,1,19,1,4,5.3
iran-agrees-to-surrender-enriched-uranium-stockpile-by,Iran agrees to surrender enriched uranium stockpile by...?,geopolitics,Newstarget,1,0,0,19,1,4,5.3
iran-agrees-to-surrender-enriched-uranium-stockpile-by,Iran agrees to surrender enriched uranium stockpile by...?,geopolitics,TRT World,1,0,0,19,1,4,5.3
iran-agrees-to-surrender-enriched-uranium-stockpile-by,Iran agrees to surrender enriched uranium stockpile by...?,geopolitics,Whitehouse.news,1,0,1,19,1,4,5.3
will-hezbollah-disarm-by-march-31,Will Hezbollah disarm by...?,politics,en.libnanews.com,6,0,0,18,0,7,0.0
will-hezbollah-disarm-by-march-31,Will Hezbollah disarm by...?,politics,Disarmament of Hezbollah,4,0,4,18,0,7,0.0
will-hezbollah-disarm-by-march-31,Will Hezbollah disarm by...?,politics,naharnet.com,3,0,0,18,0,7,0.0
will-hezbollah-disarm-by-march-31,Will Hezbollah disarm by...?,politics,Naim Qassem,3,0,3,18,0,7,0.0
will-hezbollah-disarm-by-march-31,Will Hezbollah disarm by...?,politics,indiannews.nz,2,0,0,18,0,7,0.0
claude-mythos-released-by,Claude Mythos released by…?,home,Fortune,2,0,0,13,0,2,0.0
claude-mythos-released-by,Claude Mythos released by…?,home,Anthropic Official,2,0,0,13,0,2,0.0
claude-mythos-released-by,Claude Mythos released by…?,home,CNBC,1,0,0,13,0,2,0.0
claude-mythos-released-by,Claude Mythos released by…?,home,NFTENEX,1,0,1,13,0,2,0.0
claude-mythos-released-by,Claude Mythos released by…?,home,TechCrunch,1,0,0,13,0,2,0.0
claude-mythos-released-by,Claude Mythos released by…?,home,The AI Track,1,0,0,13,0,2,0.0
claude-mythos-released-by,Claude Mythos released by…?,home,TechTimes,1,0,0,13,0,2,0.0
claude-mythos-released-by,Claude Mythos released by…?,home,The Droid Guy,1,0,0,13,0,2,0.0
claude-mythos-released-by,Claude Mythos released by…?,home,Claude Fast,1,0,0,13,0,2,0.0
claude-mythos-released-by,Claude Mythos released by…?,home,Gizmodo,1,0,0,13,0,2,0.0
claude-mythos-released-by,Claude Mythos released by…?,home,Wikipedia,1,0,1,13,0,2,0.0
james-comey-arrested-by-may-15,James Comey arrested by...?,trump,washingtonpost.com,4,0,0,12,0,0,0.0
james-comey-arrested-by-may-15,James Comey arrested by...?,trump,cnn.com,4,0,0,12,0,0,0.0
james-comey-arrested-by-may-15,James Comey arrested by...?,trump,politico.com,2,0,0,12,0,0,0.0
james-comey-arrested-by-may-15,James Comey arrested by...?,trump,npr.org,2,0,0,12,0,0,0.0
trump-announces-us-x-iran-ceasefire-over-byptptpt-20260607232555290,Trump announces US x Iran ceasefire over by...?,home,AP News,2,0,0,8,0,1,0.0
trump-announces-us-x-iran-ceasefire-over-byptptpt-20260607232555290,Trump announces US x Iran ceasefire over by...?,home,en.wikipedia.org,1,0,1,8,0,1,0.0
trump-announces-us-x-iran-ceasefire-over-byptptpt-20260607232555290,Trump announces US x Iran ceasefire over by...?,home,NPR,1,0,0,8,0,1,0.0
trump-announces-us-x-iran-ceasefire-over-byptptpt-20260607232555290,Trump announces US x Iran ceasefire over by...?,home,The New York Times,1,0,0,8,0,1,0.0
trump-announces-us-x-iran-ceasefire-over-byptptpt-20260607232555290,Trump announces US x Iran ceasefire over by...?,home,The Guardian,1,0,0,8,0,1,0.0
trump-announces-us-x-iran-ceasefire-over-byptptpt-20260607232555290,Trump announces US x Iran ceasefire over by...?,home,Newsday,1,0,0,8,0,1,0.0
trump-announces-us-x-iran-ceasefire-over-byptptpt-20260607232555290,Trump announces US x Iran ceasefire over by...?,home,Time,1,0,0,8,0,1,0.0
next-french-presidential-election,Next French Presidential Election,elections,AP News,6,0,0,6,0,0,0.0
who-will-be-confirmed-as-fed-chair,Who will be confirmed as Fed Chair?,trump,AP News,3,0,0,3,0,0,0.0
